PC1,PC5,SN
0.9287883345536321,0.3236682066170956,15dtg
1.0141586413789596,-0.5283672082047426,sn2004gq
-0.6628601036432029,0.590613342630586,sn2009bb
3.290706719078629,0.45161510407167743,sn2004ff
2.1630516641193087,0.42558406996381015,sn2004fe
2.543817494273097,-0.044245590394323575,sn2009jf
2.615337410966058,-0.07407700611333318,sn2007ag
0.41518810978290444,0.19484530025034272,sn2005kl
3.0043174833880313,0.9948430165282556,sn2008bo
1.4129509085160736,-2.1422353430970853,sn2016gkg
1.2658549224053748,0.15161744906164742,sn2005ek
-0.10405865100355313,0.6538312075877246,sn2003jd
2.6262437835727765,0.31185823613872526,sn2011ei
-0.22976673396057323,1.178509203396037,sn2007uy
-0.07754916746885894,0.3107819000583992,sn2012ap
2.6129898802853027,-0.25786571830949284,sn2008D
0.3470843315489524,0.4737036653902902,sn2002ap
3.2793591310847967,-0.2532518540438968,sn2005hg
2.208763878841939,-0.27997104220947294,sn2005bf
2.0905637491353914,0.6811442707305267,sn2011fu
2.2871945009578587,-0.48657815902383283,sn1999dn
-0.16177975818708648,0.6733248898065425,sn1998bw
4.603835038690024,0.9271138153297678,sn2012P
1.451580728058414,-0.6186673474634963,sn1998dt
2.3337010010444814,0.4700599130631739,sn2013df
0.2570010503777223,0.023078935844790975,sn2010bh
0.43977501682380116,0.6690919862896196,sn2004aw
3.905090782450835,0.3218089796124202,11hs
2.074157456196833,-0.25466802863565546,sn1996cb
2.498161300722904,0.9150355764475692,sn1994I
-0.14391255494694136,1.1326416896471267,16coi
1.4846346341671066,1.4782469351369691,sn2013dk
0.8602538341249921,0.8663240170291066,sn1998fa
-0.36951085034030184,0.4516004212742435,sn2006aj
2.664895847833712,1.1685296047029108,sn2005mf
2.586447196388248,0.03989869690696974,sn1999ex
1.8302539450835358,0.0839425688007042,sn2006el
0.8075025649513896,0.48122924338537265,LSQ14efd
1.4013404624976964,0.18682311583300892,sn2011bm
-0.594209147278472,0.5993119191689077,sn2013dx
4.825621904175505,1.235431596465403,sn2011dh
-0.19130901127884317,1.080950033706208,sn1997ef
2.852239144148956,0.6310879699653932,sn2007gr
0.27675814693360723,0.41282662979419327,sn2009er
2.8477943217771324,1.4583729948951882,sn2005az
2.4491689150256617,-0.3507574935600165,sn2007C
-0.688765400776473,0.23687719633049292,sn2012bz
3.271056109646425,0.6843562629625817,sn2007kj
2.3791118259334283,0.02387714395780402,sn2007Y
3.4492637934106805,0.24824726068260128,sn2000H
2.1799978015962718,0.5452912111028951,13ge
-0.33219406082462694,0.7297890012210466,sn2007ru
3.3039580952697336,1.0394524850754925,sn2009mg
-0.24015273262854933,0.20897298014212207,sn2003lw
2.324181792482629,0.9141553090081084,sn1993J
